CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT)
2.6,1369,304,14.5,1132,136,715,91
2.9,1284,405,13.6,1103,167,755,116
2.5,1221,297,11.5,1032,166,811,131
1.9,1096,220,9.2,947,115,872,113
1.9,1143,226,10.3,988,109,849,98
2.7,1251,456,14,1116,143,760,116
3,1268,470,15,1148,159,728,120
3.3,1314,503,15.1,1150,181,726,126
3.2,1315,459,14.8,1142,178,724,126
1.8,1095,227,8.5,918,91,896,90
1.3,1027,152,5.9,808,76,996,81
1.1,1012,94,4.8,752,66,1053,74
0.9,948,93,4,710,56,1127,67
0.7,889,49,2.3,603,35,1308,46
0.4,830,30,1.4,538,21,1475,30
0.3,801,30,0.7,464,-200,1749,24.5
0.3,804,30,0.7,468,12,1826,19
0.3,824,32,0.8,478,22,1705,32
0.8,1000,59,3.6,688,55,1257,61
2.8,1307,277,12.9,1082,152,777,111
3.1,1286,454,15.7,1171,153,716,102
2.3,1150,211,8.6,925,152,865,116
1.6,1087,196,7.4,876,112,911,96
1.5,1016,110,6.6,839,119,991,97
1.6,1029,164,7.8,892,122,937,110
1.8,1109,151,9.1,943,115,883,103
1.4,997,112,6.1,817,84,1030,79
1.9,1177,117,7.5,880,146,927,104
1.2,1045,120,5.9,808,65,1038,69
2.3,1171,251,12.7,1073,120,847,96
3.3,1221,435,13.5,1101,185,799,121
3.1,1262,345,14.5,1133,157,774,129
3.3,1207,343,11,1013,174,876,116
1.2,956,62,3.2,666,62,1235,71
1.3,1020,70,4.3,727,81,1153,85
1.9,1107,114,7.1,861,118,957,101
1.4,1020,88,4.8,752,95,1074,97
1.5,1051,95,5.7,798,84,1016,89
1.1,965,83,4.1,716,56,1087,72
0.8,890,63,3.3,672,-200,1183,64.5
-200,823,38,1.8,568,43,1366,57
0.8,869,68,2.8,642,69,1291,62
1.1,939,59,4.8,754,74,1169,64
2.6,1274,226,13.8,1109,161,820,80
5.1,1512,802,27.1,1482,308,596,118
4.2,1435,585,19.1,1271,300,676,130
2.6,1207,324,11.7,1041,189,813,113
2.4,1223,308,12.7,1075,164,818,112
2.1,1121,238,11.3,1026,122,865,96
2.6,1176,301,14.2,1123,166,816,125
2.8,1144,294,13.9,1114,181,845,128
2.5,1136,353,13.2,1089,127,856,101
1.9,1085,209,10.7,1004,106,888,95
3.6,1297,538,19.7,1287,192,723,138
4.6,1408,808,24,1404,241,646,154
6.3,1618,974,29.1,1530,326,579,171
4.3,1319,544,15.8,1172,232,746,136
1.6,1045,138,7,857,92,968,93
1.4,1058,92,6.3,824,95,993,99
2,-200,137,-200,-200,129,-200,106
2.4,-200,189,-200,-200,154,-200,109
1.8,-200,159,-200,-200,118,-200,97
1,-200,80,-200,-200,69,-200,83
1,-200,66,-200,-200,-200,-200,81
1,-200,87,-200,-200,97,-200,79
0.9,-200,79,-200,-200,145,-200,84
1.5,-200,150,-200,-200,169,-200,86
2.6,-200,196,-200,-200,250,-200,111
2.9,-200,299,-200,-200,215,-200,117
2.7,-200,254,-200,-200,237,-200,122
2.4,-200,226,-200,-200,190,-200,119
2.6,-200,262,-200,-200,219,-200,121
4.1,-200,505,-200,-200,294,-200,127
4.3,-200,512,-200,-200,253,-200,135
2.2,-200,159,-200,-200,176,-200,119
3.4,-200,337,-200,-200,243,-200,137
3.6,-200,357,-200,-200,214,-200,139
2.5,-200,194,-200,-200,141,-200,117
2.8,-200,278,-200,-200,166,-200,127
3.4,-200,303,-200,-200,197,-200,137
3,-200,234,-200,-200,191,-200,127
2.1,-200,128,-200,-200,159,-200,107
2.4,-200,160,-200,-200,175,-200,102
2.3,1176,169,8.4,917,157,866,95
1.3,1047,77,5.4,783,83,1014,79
1.7,1116,98,6.9,854,118,929,78
1.7,1074,102,6.4,832,101,951,75
1,922,65,3.6,687,-200,1142,63.5
0.8,898,69,3.3,669,46,1163,52
1,970,89,4,708,81,1121,55
1.4,1073,134,6,812,112,988,65
1.7,1081,157,8.2,906,150,895,72
2,1159,167,9.9,976,138,837,76
2,1112,157,8.8,931,124,869,84
1.9,1112,172,8.4,917,124,897,90
2.1,1063,114,7.5,877,115,971,89
1.8,1032,166,7.8,892,101,973,87
1.5,936,94,6.4,829,90,1054,88
1.3,883,108,5.1,766,90,1152,81
1.4,942,98,6.9,852,89,1055,89
1.5,943,132,6.8,850,92,1084,91
1.7,1007,144,7.4,875,103,1027,104
2,1037,165,8.7,927,122,949,111
2.5,1127,210,11.2,1022,159,871,129
2.4,1123,277,10.5,996,172,861,133
2,1110,168,8.2,909,125,916,115
2.9,1247,248,11.6,1037,187,812,125
2.5,1220,235,9.7,967,174,844,117
1.4,1028,84,5.1,770,75,1047,84
1.2,978,75,4,711,48,1144,63
1,949,62,3.7,694,61,1160,68
1,910,66,4,709,-200,1162,60
-200,863,49,3,651,38,1224,52
0.7,836,38,2.9,643,38,1244,49
0.8,856,44,2.9,644,41,1259,49
0.9,888,60,3,651,51,1240,52
1.1,912,88,3.7,694,61,1196,58
1,938,70,3.9,706,47,1177,51
1.6,1053,94,6.2,823,87,1040,77
1.8,1087,126,7.3,870,107,1014,90
2.6,1153,181,9.2,945,161,969,118
1.1,894,66,4,710,61,1209,70
0.6,797,54,2.3,606,26,1452,35
0.9,854,48,3.1,658,42,1409,46
1,892,66,3.2,665,55,1348,58
1.2,935,65,3.3,672,65,1299,61
1.4,989,68,4,709,75,1225,80
2,1063,118,5.7,797,93,1079,93
1.1,922,65,3.4,674,63,1220,78
1.1,925,63,3.5,680,60,1223,76
1.1,924,61,2.9,648,63,1272,74
1.1,914,63,3.1,661,66,1256,81
0.7,840,31,1.6,556,41,1474,58
0.6,799,29,1.1,514,42,1615,59
0.7,856,34,2,581,36,1448,54
0.6,830,34,1.7,560,-200,1452,39.5
0.3,753,9,0.7,462,16,1822,25
0.3,785,14,0.5,448,16,1923,26
0.4,835,23,0.7,472,33,1756,49
0.5,865,36,0.9,494,39,1613,53
0.6,922,39,1.5,541,45,1453,57
0.8,975,38,2.2,598,63,1268,73
1,1040,55,2.9,646,71,1210,78
1.3,1115,75,3.9,707,104,1105,93
1.1,1004,64,2.8,641,85,1201,71
0.6,895,39,1.4,536,53,1415,56
0.7,917,42,1.7,563,58,1415,60
1.2,1025,78,3.6,689,89,1189,77
1.4,1035,69,3.1,660,96,1222,82
1.2,1025,67,3.5,682,88,1197,77
1.3,1040,83,3.9,705,100,1149,91
1.8,1070,79,5.2,776,127,1065,93
1.2,964,68,3.7,692,88,1176,82
0.8,904,56,2.7,635,66,1269,74
0.8,913,49,2.6,626,61,1271,68
0.8,914,56,2.4,610,54,1322,65
0.7,893,48,2,587,46,1368,58
0.5,844,27,1.3,532,25,1499,36
0.3,837,29,1.2,518,18,1581,29
0.4,868,32,1.3,530,-200,1482,28.5
0.3,825,47,0.9,489,21,1565,28
0.7,956,66,3.1,656,76,1251,68
1.6,1124,163,6.9,853,149,960,99
3.9,1496,524,19.1,1272,328,667,130
4.5,1452,657,22.1,1354,282,620,128
2.7,1172,324,11.8,1042,206,797,120
1.6,1020,144,7.3,871,133,956,93
1.6,1044,135,8,900,137,934,96
1.6,1020,140,7.2,866,116,972,84
1.5,1009,141,7.7,885,112,994,87
1.8,1073,181,9.7,966,128,935,87
2.1,1098,227,9.8,971,145,877,103
1.7,1061,149,7.7,887,110,920,88
3,1289,425,15.3,1158,184,755,118
4.6,1442,669,21.5,1337,243,630,134
5,1479,680,21.7,1343,259,631,144
3.5,1266,446,14.6,1138,205,726,129
2.1,1149,205,9.3,952,144,845,108
2.1,1168,194,9.4,954,152,843,104
1.5,1079,115,6.8,847,108,925,90
1.1,1047,74,4.9,760,64,1032,74
0.9,936,85,3.9,705,73,1086,73
0.7,900,66,2.7,635,47,1207,60
0.4,839,60,1.9,576,-200,1325,58.5
-200,840,40,1.7,563,45,1349,57
0.9,905,47,3.3,670,79,1191,62
1.6,1079,116,7.4,875,113,947,71
3.9,1417,478,18.2,1246,263,669,94
5,1529,836,27.7,1497,275,569,99
4.3,1397,655,18.3,1248,263,659,119
2.7,1214,312,12.3,1061,183,780,103
2.1,1109,195,8.9,935,147,882,95
2.1,1122,238,10.4,993,132,859,95
-200,1094,-200,9.7,966,-200,877,88.1
-200,1164,-200,12.8,1076,-200,788,81.2
-200,1188,-200,12.9,1082,-200,790,74.3
-200,1098,-200,8.9,934,-200,895,67.4
-200,1180,-200,11,1014,-200,826,60.5
-200,1195,-200,12.6,1072,-200,799,53.6
-200,1234,-200,13.3,1095,-200,789,46.7
-200,1425,-200,18.1,1242,-200,675,39.8
-200,1320,-200,13,1085,-200,730,32.9
-200,1158,-200,7.8,892,-200,870,26
-200,1060,-200,5.8,805,-200,964,19.1
-200,1036,-200,4.7,746,-200,1034,12.2
-200,943,-200,3.1,660,-200,1163,5.3
-200,899,-200,2.1,591,-200,1243,-1.6
-200,889,-200,1.7,559,-200,1331,-8.5
-200,847,-200,1.3,527,-200,1416,-15.4
-200,918,-200,2.6,625,-200,1255,-22.3
-200,1105,-200,7.9,897,-200,906,-29.2
-200,1491,-200,21.4,1335,-200,625,-36.1
-200,1508,-200,22.1,1355,-200,609,-43
3.9,1489,536,19.1,1270,309,633,114
3.8,1451,481,17.3,1219,327,661,127
3.8,1454,460,17.5,1225,299,661,135
3.9,1392,597,17,1210,257,689,135
3.5,1351,465,17,1210,195,709,120
4,1418,542,19.5,1282,231,681,129
3,1303,437,14.8,1143,170,748,114
3.1,1292,383,14,1116,192,746,129
5.2,1560,778,24.4,1413,251,594,149
5.9,1765,926,28.1,1507,289,533,149
7.3,1875,1189,33.7,1637,351,482,158
6.1,1746,824,24.2,1409,319,553,148
4.6,1607,660,19.8,1290,264,587,134
2.5,1277,203,9.3,952,144,802,111
2.2,1207,136,7.3,868,119,877,106
2,1209,114,7.1,863,120,882,108
1.9,1189,110,6.7,844,96,887,93
1.6,1132,127,6,810,77,899,83
1,974,68,2.7,635,-200,1159,76
1,1033,70,3.6,686,63,1030,69
1.2,1075,93,5.4,782,97,941,77
2,1242,179,10,978,180,778,87
4.5,1657,523,23.2,1384,352,579,109
4.1,1406,546,18.7,1258,279,636,116
2.6,1150,251,9.9,973,186,827,105
2.3,1184,222,10.2,983,169,823,106
2.6,1223,212,11,1014,172,781,108
2.4,1196,263,10.5,997,127,802,100
4.3,1559,535,18.9,1267,230,653,149
4.6,1544,609,18.9,1266,280,613,148
4,1485,449,17.5,1223,242,650,126
4.7,1498,536,17.7,1230,250,649,140
5.7,1593,743,23,1378,309,582,142
5.2,1529,575,20.4,1309,270,627,141
6.4,1689,783,26.8,1474,323,560,149
6,1535,706,19.9,1295,307,627,140
3.4,1304,299,12.5,1067,224,737,117
2.7,1235,159,9.6,963,166,803,103
3.1,1281,171,10,977,171,794,99
2.6,1167,162,8.1,904,169,846,100
2.2,1134,111,7.1,863,120,869,88
1.9,1100,134,6.4,829,103,887,83
-200,1057,-200,5.1,768,-200,958,81.94863014
-200,902,-200,3,652,-200,1158,80.89726027
-200,982,-200,4.2,724,-200,1055,79.84589041
-200,997,-200,5.1,769,-200,1002,78.79452055
-200,1141,-200,8.1,902,-200,905,77.74315068
-200,1163,-200,8.8,930,-200,849,76.69178082
-200,1107,-200,7.2,864,-200,911,75.64041096
-200,1228,-200,9.2,949,-200,838,74.5890411
-200,1033,-200,6,810,-200,969,73.53767123
-200,984,-200,5,763,-200,1054,72.48630137
-200,1066,-200,7.5,879,-200,939,71.43493151
-200,926,-200,3.9,707,-200,1130,70.38356164
-200,979,-200,5,764,-200,1054,69.33219178
-200,993,-200,5.4,783,-200,1033,68.28082192
-200,970,-200,5,763,-200,1043,67.22945205
-200,997,-200,5.5,788,-200,1014,66.17808219
-200,1097,-200,7.8,892,-200,909,65.12671233
-200,1105,-200,8.2,908,-200,900,64.07534247
-200,993,-200,5.3,777,-200,1022,63.0239726
-200,1136,-200,7.9,896,-200,919,61.97260274
-200,1297,-200,10.7,1003,-200,798,60.92123288
-200,1110,-200,6.9,855,-200,897,59.86986301
-200,1027,-200,6.3,827,-200,942,58.81849315
-200,1024,-200,5.6,795,-200,982,57.76712329
-200,992,-200,5.4,783,-200,988,56.71575342
-200,929,-200,3.2,664,-200,1144,55.66438356
-200,892,-200,1.9,579,-200,1309,54.6130137
-200,895,-200,2.3,609,-200,1268,53.56164384
-200,915,-200,2.4,612,-200,1266,52.51027397
-200,947,-200,2.9,649,-200,1154,51.45890411
-200,1032,-200,4.2,721,-200,1052,50.40753425
-200,1219,-200,6.8,849,-200,901,49.35616438
-200,1217,-200,7.3,869,-200,873,48.30479452
-200,1097,-200,5.3,779,-200,980,47.25342466
-200,938,-200,3.4,674,-200,1136,46.20205479
-200,944,-200,3.4,677,-200,1140,45.15068493
-200,1139,-200,6.8,847,-200,929,44.09931507
-200,1163,-200,7,859,-200,921,43.04794521
-200,1157,-200,7.7,885,-200,916,41.99657534
-200,1154,-200,8.5,919,-200,876,40.94520548
-200,1342,-200,13.5,1102,-200,744,39.89383562
-200,1178,-200,9.2,949,-200,847,38.84246575
-200,1152,-200,8.7,926,-200,854,37.79109589
-200,1078,-200,6.6,841,-200,920,36.73972603
-200,1167,-200,9.1,945,-200,826,35.68835616
-200,1111,-200,7.8,890,-200,871,34.6369863
-200,988,-200,4.2,722,-200,1029,33.58561644
-200,917,-200,3.4,677,-200,1103,32.53424658
-200,850,-200,1.7,562,-200,1275,31.48287671
-200,885,-200,2.1,589,-200,1238,30.43150685
-200,888,-200,2.2,597,-200,1242,29.38013699
-200,1101,-200,6.9,852,-200,913,28.32876712
-200,1399,-200,16.5,1195,-200,680,27.27739726
-200,1325,-200,18.7,1260,-200,652,26.2260274
-200,1058,-200,8.5,921,-200,876,25.17465753
-200,990,-200,6.8,846,-200,947,24.12328767
-200,1018,-200,7.5,879,-200,950,23.07191781
-200,1105,-200,10.9,1010,-200,811,22.02054795
-200,1194,-200,13.4,1097,-200,743,20.96917808
-200,1088,-200,7.9,893,-200,892,19.91780822
-200,1084,-200,8.8,933,-200,872,18.86643836
-200,1207,-200,11.5,1032,-200,797,17.81506849
-200,1186,-200,11.8,1042,-200,808,16.76369863
-200,1053,-200,8.3,911,-200,916,15.71232877
-200,1032,-200,7.9,895,-200,921,14.6609589
-200,989,-200,6.7,846,-200,960,13.60958904
-200,930,-200,4.6,745,-200,1085,12.55821918
-200,951,-200,5,766,-200,1056,11.50684932
-200,985,-200,5.3,780,-200,1017,10.45547945
-200,937,-200,3.9,703,-200,1136,9.404109589
-200,887,-200,2.9,648,-200,1222,8.352739726
-200,806,-200,1.5,544,-200,1429,7.301369863
-200,771,-200,0.8,483,-200,1587,6.25
-200,802,-200,1.2,519,-200,1523,5.198630137
-200,878,-200,2.9,644,-200,1260,4.147260274
-200,1070,-200,7.6,883,-200,942,3.095890411
-200,1430,-200,20.7,1316,-200,638,2.044520548
-200,1565,-200,29.9,1549,-200,540,0.993150685
-200,1365,-200,20.1,1299,-200,637,-0.058219178
-200,1348,-200,17.1,1214,-200,678,-1.109589041
-200,1311,-200,19.4,1279,-200,648,-2.160958904
-200,1302,-200,18.7,1260,-200,658,-3.212328767
-200,1250,-200,15.8,1173,-200,720,-4.26369863
-200,1083,-200,10.3,988,-200,859,-5.315068493
-200,1005,-200,7.9,894,-200,956,-6.366438356
-200,1129,-200,13.7,1107,-200,844,-7.417808219
-200,1327,-200,19.7,1289,-200,712,-8.469178082
-200,1428,-200,25.3,1437,-200,599,-9.520547945
-200,1426,-200,23.9,1400,-200,612,-10.57191781
-200,1310,-200,20.6,1313,-200,663,-11.62328767
-200,1114,-200,12.3,1059,-200,792,-12.67465753
-200,991,-200,7.7,889,-200,932,-13.7260274
-200,1089,-200,9,940,-200,866,-14.77739726
-200,911,-200,4.5,740,-200,1071,-15.82876712
-200,1005,-200,5.8,802,-200,976,-16.88013699
-200,863,-200,3.2,664,-200,1172,-17.93150685
-200,857,-200,3,653,-200,1197,-18.98287671
-200,804,-200,2,585,-200,1301,-20.03424658
-200,871,-200,3.7,694,-200,1160,-21.08561644
-200,1035,-200,8.7,929,-200,887,-22.1369863
-200,1513,-200,27,1480,-200,572,-23.18835616
-200,1726,-200,40.3,1776,-200,478,-24.23972603
-200,1396,-200,20,1296,-200,619,-25.29109589
-200,1333,-200,17.1,1212,-200,668,-26.34246575
-200,1161,-200,11,1016,-200,849,-27.39383562
-200,1081,-200,10.6,1000,-200,900,-28.44520548
-200,1075,-200,10.5,998,-200,914,-29.49657534
-200,1055,-200,9.6,964,-200,953,-30.54794521
-200,1053,-200,9.3,953,-200,988,-31.59931507
-200,1087,-200,12.7,1075,-200,944,-32.65068493
-200,1304,-200,19.8,1291,-200,765,-33.70205479
-200,1625,-200,32.5,1608,-200,601,-34.75342466
-200,1649,-200,33.6,1633,-200,584,-35.80479452
-200,1443,-200,26,1455,-200,635,-36.85616438
-200,1209,-200,16.4,1193,-200,753,-37.90753425
-200,1105,-200,10.6,1000,-200,847,-38.95890411
-200,1020,-200,7.1,863,-200,933,-40.01027397
-200,991,-200,6.4,828,-200,973,-41.06164384
-200,937,-200,4.6,741,-200,1058,-42.1130137
-200,882,-200,3,654,-200,1141,-43.16438356
-200,843,-200,2.2,597,-200,1242,-44.21575342
-200,819,-200,1.7,565,-200,1295,-45.26712329
-200,834,-200,2.2,596,-200,1276,-46.31849315
-200,977,-200,5.7,800,-200,990,-47.36986301
-200,1234,-200,13.8,1109,-200,767,-48.42123288
-200,1403,-200,21.6,1340,-200,623,-49.47260274
-200,1538,-200,26.1,1458,-200,593,-50.5239726
-200,1343,-200,20.1,1299,-200,694,-51.57534247
-200,1243,-200,15.4,1162,-200,766,-52.62671233
-200,1201,-200,13.6,1102,-200,814,-53.67808219
-200,1121,-200,11.1,1020,-200,893,-54.72945205
-200,1087,-200,12.2,1055,-200,908,-55.78082192
-200,1165,-200,17.5,1225,-200,824,-56.83219178
-200,1224,-200,19.1,1270,-200,806,-57.88356164
-200,1431,-200,27.1,1482,-200,679,-58.93493151
-200,1433,-200,28.3,1510,-200,661,-59.98630137
-200,1527,-200,35,1664,-200,587,-61.03767123
-200,1387,-200,22.4,1361,-200,701,-62.0890411
-200,1158,-200,13.5,1100,-200,835,-63.14041096
-200,1009,-200,8.2,907,-200,982,-64.19178082
-200,1026,-200,7.8,890,-200,976,-65.24315068
-200,1119,-200,10,979,-200,873,-66.29452055
-200,1000,-200,6.6,839,-200,958,-67.34589041
-200,866,-200,3.4,675,-200,1155,-68.39726027
-200,848,-200,2.8,642,-200,1202,-69.44863014
-200,844,-200,2.3,608,-200,1213,-70.5
0.6,852,46,2.9,646,59,1186,59
0.8,923,56,4.9,757,72,1041,67
4,1490,452,22.6,1368,244,627,95
5.6,1662,880,31.1,1576,351,523,123
5,1553,759,22.1,1354,358,621,142
3.2,1423,394,18.3,1247,245,706,142
3.8,1458,639,22,1350,240,677,169
3.3,1349,541,20.1,1299,179,728,142
3,1326,468,18.9,1265,160,757,136
3.2,1356,483,20.6,1312,174,729,147
4.4,1460,682,25.3,1438,260,680,196
4.6,1497,698,25.8,1449,281,679,186
5.2,1645,832,30.6,1566,284,599,177
4.8,1557,872,27.1,1483,250,615,164
5.6,1747,899,32.5,1608,281,557,161
4.6,1482,692,20.8,1319,230,660,146
1.8,1211,145,10.9,1010,98,816,98
2.2,1294,208,13,1083,121,770,108
2,1300,204,11.8,1043,110,777,107
2.8,1402,240,13.4,1098,161,736,113
2.6,1349,251,13.4,1097,148,707,100
1.8,1161,173,9,938,109,827,87
1.1,1022,113,5.8,802,-200,916,73.5
-200,948,55,3.8,700,45,1045,60
0.7,933,65,3.7,697,71,1045,65
0.9,1021,119,5.7,800,75,931,64
1.5,1134,151,10,979,106,794,73
2.5,1311,305,15,1147,166,681,86
3,1409,415,15.6,1169,188,685,105
2.6,1301,321,12.3,1059,161,787,107
2.6,1354,358,14.4,1130,139,765,114
2.6,1391,350,14.6,1136,134,738,105
1.9,1200,238,8.7,929,84,879,74
2,1338,215,11,1016,98,798,95
1.7,1223,192,9,938,91,884,89
1.9,1278,205,10.7,1003,99,845,95
1.8,1257,165,9.9,973,90,860,93
2.8,1497,283,15.7,1171,147,725,123
3.5,1567,467,19.4,1280,177,661,134
3.4,1503,485,16.8,1203,162,651,126
2,1169,202,6.8,850,88,906,79
1.1,1007,64,3,650,53,1157,54
1.3,1004,71,3.2,667,68,1157,69
1.2,967,84,3.1,661,61,1181,67
1.3,984,70,3.9,707,71,1131,73
1,931,61,3.6,689,63,1161,73
1.3,966,92,4.5,737,-200,1083,53
-200,777,40,1.2,521,23,1535,33
0.3,763,20,0.7,471,14,1783,20
0.5,804,31,1.1,505,34,1718,37
0.6,830,41,1.4,535,42,1496,50
0.6,833,40,1.6,553,40,1476,45
0.8,875,35,2.3,603,48,1370,48
1,882,44,2.5,621,61,1346,56
0.9,862,71,2.7,635,58,1320,58
1,863,66,2.7,636,57,1290,52
0.8,830,46,2.2,596,54,1389,52
0.7,807,50,2,584,41,1488,44
0.9,873,51,3.4,675,57,1343,59
1.3,931,64,4.5,739,83,1274,74
1.4,918,138,4.7,748,81,1228,76
1.5,1001,137,6,811,98,1122,83
2.7,1169,303,11.7,1039,124,883,100
2.5,1085,204,8.2,907,133,976,101
1.4,940,95,5.1,769,100,1103,90
2.8,1126,347,13,1083,116,875,93
2.1,978,252,7,858,102,1013,79
1.1,893,66,3.9,703,55,1192,57
0.7,838,45,2.2,601,33,1361,43
0.4,803,36,1.3,527,17,1513,25
0.3,775,26,0.8,477,-200,1722,21
-200,767,17,0.6,454,10,1826,17
0.4,809,21,1.2,521,35,1575,44
0.8,898,60,3.4,676,70,1271,72
1.9,1053,155,7.5,880,116,982,91
2.1,1033,235,8.9,934,134,917,89
1.4,941,89,5.3,780,113,1080,84
1.4,941,76,5.4,782,110,1102,83
1.3,917,101,5.2,772,98,1098,78
1.5,977,109,6.6,837,96,1038,80
1.6,994,143,6.9,851,95,1018,75
1.3,942,104,5.4,785,86,1065,77
1.4,981,107,6,810,86,1060,77
1.5,984,133,6.4,832,91,1034,81
2.2,1116,171,10.7,1003,119,864,101
3.2,1181,405,13.9,1114,147,787,119
3,1163,334,12.5,1068,135,811,111
2.6,1081,236,9.3,950,124,907,109
1.6,1017,99,6.7,842,89,1000,101
1.5,966,93,5.3,778,79,1057,89
1.2,924,82,4,709,63,1158,75
0.8,861,51,2.2,601,39,1351,51
0.7,826,41,1.7,560,25,1424,39
0.5,846,31,1.6,557,19,1385,32
0.5,842,41,1.5,545,-200,1423,40.5
-200,909,41,2.5,617,34,1236,49
0.7,930,38,3.3,670,58,1143,68
1.4,1120,111,8.9,935,112,843,76
4.1,1518,584,23.4,1389,314,589,122
4.6,1461,633,23.8,1398,240,630,129
1.9,1075,145,7.9,896,128,938,94
1.9,1061,155,8.2,908,141,968,99
1.7,1066,128,8.8,931,118,979,81
2.4,1179,255,14.6,1137,132,829,87
3,1251,411,18,1238,150,773,107
2,1120,173,12,1048,121,898,95
2.7,1187,277,14.8,1142,149,840,110
2.2,1145,259,12.5,1066,120,903,99
2.9,1215,274,15.5,1164,155,817,113
3.4,1317,377,17.7,1231,172,766,127
3.9,1388,457,21.6,1341,177,702,131
3.6,1295,555,18.9,1266,181,716,137
2.5,1153,279,12.5,1066,135,811,122
1.8,1078,137,8.8,932,99,905,100
2,1133,203,10.9,1012,111,806,108
1.3,1055,101,8,899,72,880,83
1,953,86,4.4,735,54,999,74
0.6,892,51,2.8,639,41,1139,64
0.6,895,47,2.7,632,-200,1167,52
-200,859,35,2.2,602,24,1209,40
0.5,856,33,2.5,619,29,1191,39
1.1,1030,95,7.5,880,76,892,69
5.5,1689,754,30.4,1560,321,529,104
4.2,1486,588,22,1351,274,571,100
4.6,1592,658,24.7,1423,322,577,146
3.4,1469,372,18.4,1252,255,692,155
2.8,1364,386,16.8,1205,196,723,139
2.5,1285,333,14.2,1123,136,755,121
2.4,1311,293,15.7,1170,119,748,108
3.2,1416,511,21.9,1348,169,684,126
3.5,1387,559,20.8,1318,197,701,145
2.9,1329,375,16.2,1185,140,768,121
3.6,1496,509,19.8,1292,178,680,145
4.8,1676,790,28.9,1525,223,567,160
5.4,1724,816,28.3,1510,222,562,155
5.3,1642,804,24.9,1426,265,597,162
2.7,1267,332,13.1,1088,151,764,129
1.4,1146,156,8.6,923,79,845,96
1.6,1216,143,9.5,960,87,788,92
1.5,1128,117,7.8,891,88,838,89
1,1042,84,5.2,772,51,923,61
0.6,926,60,2.8,639,34,1115,54
0.4,898,76,2.3,608,-200,1154,49
-200,889,40,2.5,617,31,1168,44
0.8,959,64,4.4,734,76,1038,57
1.5,1097,148,9.4,956,139,827,68
4.9,1674,635,29.8,1547,293,539,95
7.2,1771,1129,36.2,1690,368,461,125
3.5,1408,475,18,1241,250,648,135
2.1,1156,220,10.9,1009,145,875,118
1.5,1042,105,9,941,110,971,91
2,1167,190,14.4,1128,104,829,89
3.8,1398,516,22.3,1360,205,656,129
3.4,1458,346,20.9,1321,201,654,122
4.4,1554,565,23.1,1379,266,614,138
3.9,1495,483,21.2,1331,246,615,136
4.9,1560,651,24.8,1424,247,579,143
5.4,1664,657,28.6,1519,271,553,145
6.5,1761,830,32.6,1610,332,502,146
4.3,1524,435,19.2,1275,245,608,122
2.9,1398,209,16.3,1189,180,646,112
2.7,1342,202,13.7,1106,156,694,102
2.8,1433,174,13.6,1104,172,681,97
2.3,1297,170,11.1,1019,137,733,85
1.7,1179,116,7.6,884,91,830,76
1.2,1097,91,5.9,809,80,897,74
1,1054,71,5,761,-200,963,65
-200,1017,59,4,711,46,1009,56
0.8,1005,48,4.5,738,68,1005,66
1.7,1206,111,9.3,949,162,818,90
3,1458,345,18.3,1249,213,662,111
3.4,1405,332,19.9,1295,161,638,103
3.3,1381,344,16.6,1199,209,685,117
2.7,1315,212,12.6,1072,191,736,116
2.6,1332,166,12.9,1082,215,707,109
3.2,1362,214,14.9,1145,212,673,116
3.4,1399,377,17.4,1222,202,643,115
2.6,1310,210,15.4,1160,153,695,94
3.4,1399,265,16.7,1201,185,699,121
4,1524,365,18,1239,210,644,114
4.5,1487,454,19.2,1274,215,641,110
4.2,1480,460,21,1324,215,622,122
5.7,1626,642,26.9,1476,281,555,135
4.4,1449,501,19.5,1282,254,625,133
3.1,1363,234,15.1,1152,189,684,110
3,1371,212,14.6,1136,174,689,102
3.1,1406,275,13.7,1107,167,718,108
3.5,1425,275,15.2,1155,185,709,110
2.4,1179,-200,9.3,951,129,826,84
1.6,1047,-200,6.5,833,85,939,71
1.3,1009,-200,6.3,825,-200,950,56.5
-200,882,-200,3.5,685,35,1134,42
0.6,858,-200,2.6,624,24,1205,32
0.7,875,-200,3.1,659,30,1180,35
1.2,1012,-200,6.5,833,75,916,67
1.5,1049,-200,6.5,836,79,926,73
1.8,1131,-200,8.8,932,104,854,86
2.1,1120,-200,8.8,931,118,886,89
1.9,1117,-200,9.2,946,105,909,86
2,1110,-200,9.2,948,101,901,86
1.3,962,-200,6.1,816,65,1044,66
1.3,963,-200,6.5,835,59,1029,68
1.8,1050,-200,9.2,948,80,928,82
2,1053,-200,8.3,911,98,949,91
1.8,1045,-200,8.3,910,89,948,95
2.4,1124,-200,11,1013,114,849,104
4,1330,-200,14.7,1140,195,759,131
2.8,1171,-200,10.8,1006,156,835,112
2,1085,-200,9.4,954,109,866,100
3.6,1358,-200,14.8,1144,184,727,115
3.7,1385,-200,13.3,1094,190,765,129
2.3,1167,-200,8.4,914,105,876,99
1.8,1072,-200,7.9,894,76,893,74
0.9,938,-200,5.5,789,38,989,55
1.6,1000,-200,6.6,838,-200,910,45
-200,854,-200,3.3,670,26,1141,35
0.6,815,-200,2.6,628,33,1212,37
